Plant ID,NERC Region,Quantity,Elec_Quantity,MMBtuPer_Unit,Tot_MMBtu,Elec_MMBtu,Netgen,Nameplate Capacity (MW),Operating Time,Gross Load (MW-h),Steam Load (1000lb),SO2 (tons),Avg. NOx Rate (lb/MMBtu),NOx (tons),CO2 (short tons),Heat Input (MMBtu),EPA Region
3406,SERC,318390.0,262567.0,24.006,2328297.0,1679343.0,138331.0,1926.0,2659.32,200692.02,,451.294,3.9479,150.957,230363.615,2295868.305,4.0
3407,SERC,192770.0,192770.0,48.668,4086404.0,4086404.0,359544.004,1700.0,4353.21,400965.33,,150.878,0.6974,164.6,443765.44,4277672.895,4.0
3411,SERC,0.0,0.0,0.0,94513.0,94513.0,10142.0,131.4,,,,,,,,,
3415,SERC,0.0,0.0,0.0,317256.0,317256.0,34044.0,240.0,,,,,,,,,
3420,SERC,0.0,0.0,0.0,182895.0,182895.0,19626.0,174.6,,,,,,,,,
3439,TRE,238679.0,238679.0,1.05,250613.0,250613.0,21152.0,263.6,326.19,26741.56,,0.075,0.0271,1.257,14854.224,249959.638,6.0
3441,TRE,844496.0,844496.0,2.06,869831.0,869831.0,111245.0,730.2,612.26,117711.25,,0.268,0.0688,8.904,53072.725,893043.139,6.0
3443,TRE,229249.0,229249.0,2.148,246213.0,246213.0,29421.0,376.9,178.54,30368.22,,0.074,0.0304,2.797,14740.429,248034.896,6.0
3452,TRE,125777.0,125777.0,1.013,127412.0,127412.0,9868.0,927.5,91.71,10424.8,,0.038,0.1027,2.522,7537.583,126834.078,6.0
3453,TRE,548173.0,548173.0,1.01,553655.0,553655.0,46048.0,852.2,464.82,47726.51,,0.151,0.1675,8.585,29933.514,503662.658,6.0
3456,WECC,2440197.0,2440197.0,2.104,2567087.0,2567087.0,263636.69,913.0,3823.14,201878.81,,0.71,1.1014,184.21,140687.441,2367223.276,6.0
3457,SERC,2990537.0,2990537.0,1.028,3074272.0,3074272.0,297250.0,542.8,1486.7,304930.4,,0.9,0.045,34.275,178454.2,3002820.45,6.0
3459,SERC,5608764.0,5608764.0,6.938,5821902.0,5821902.0,552556.0,2051.2,2038.31,570232.3,,1.676,0.4524,322.512,332044.286,5587286.194,6.0
3460,TRE,242504.0,242504.0,1.02,247354.0,247354.0,19137.0,1530.0,112.2,21630.02,,0.064,0.0855,5.852,12655.538,212942.854,6.0
3464,TRE,27749.0,27749.0,1.023,28387.0,28387.0,906.0,878.4,47.24,1726.17,,0.01,1.8956,3.242,,27959.8,6.0
3468,TRE,0.0,0.0,0.0,0.0,0.0,-252.0,842.5,0.0,,,,,,,,6.0
3469,TRE,334037.0,334037.0,2.085,342197.0,342197.0,33894.0,1189.9,468.36,24547.2,,0.109,2.4555,4.842,15603.19,361341.547,6.0
3470,TRE,1696259.0,1696259.0,18.077,14345257.0,14345257.0,1319767.989,4008.4,3289.67,1416294.06,,3639.271,0.5149,395.276,1461780.037,14235156.142,6.0
3476,SPP,21.0,21.0,1.031,22.0,22.0,0.0,501.0,0.0,,,,,,,,6.0
3477,,,,,,,,,31.06,474.34,,0.002,0.096,0.279,350.086,5887.88,6.0
3478,SPP,521100.0,521100.0,1.039,541423.0,541423.0,45313.0,882.0,860.7,47702.43,,0.154,0.2297,32.656,30350.125,510686.996,6.0
3482,SPP,1327252.0,1327252.0,2.104,1392951.0,1392951.0,127562.0,860.4,1121.35,136576.77,,0.415,0.2616,62.619,82225.407,1383574.99,6.0
3484,SPP,302573.0,302573.0,1.036,313466.0,313466.0,23056.0,474.7,707.83,27124.78,,0.093,0.282,20.15,18790.181,316183.695,6.0
3485,SPP,385876.0,385876.0,1.037,400153.0,400153.0,32252.0,434.4,700.01,35285.0,,0.113,0.3147,22.876,22898.367,385348.851,6.0
3490,TRE,98513.0,98513.0,1.008,99301.0,99301.0,7518.0,634.7,113.52,7928.06,,0.028,0.2541,7.528,5621.311,94590.528,6.0
3491,TRE,459800.0,459800.0,1.03,473594.0,473594.0,36432.0,1314.8,403.27,38844.72,,0.14,0.0539,4.076,27849.459,468612.602,6.0
3492,TRE,8955.0,8955.0,6.849,9531.0,9531.0,638.0,536.4,17.02,640.49,,0.031,1.646,1.418,,9395.6,6.0
3494,TRE,10071.0,10071.0,1.048,10554.0,10554.0,684.0,1097.4,20.75,706.95,,0.003,0.8245,1.103,637.575,10727.154,6.0
3497,TRE,179289.0,179289.0,30.691,2455101.0,2455101.0,200828.004,1186.8,633.42,222290.15,,1637.688,0.2437,145.213,251281.902,2308086.58,6.0
3504,TRE,68151.0,68151.0,6.947,78179.0,78179.0,5266.0,713.4,70.34,5653.99,,0.024,0.0846,2.472,4783.845,80505.082,6.0
3507,TRE,21.0,21.0,12.6,36.0,36.0,2.0,243.3,0.28,0.0,,0.0,0.062,0.001,1.288,21.7,6.0
3548,TRE,489027.0,489027.0,2.062,504186.0,504186.0,42026.0,932.0,440.71,44186.54,,0.209,5.8406,33.658,28469.04,496742.703,6.0
3559,,,,,,,,,371.72,11638.11,,0.043,0.0929,3.28,8580.153,144394.63,6.0
3561,TRE,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,,,,,,,,
3576,TRE,10552.0,10552.0,1.013,10689.0,10689.0,726.0,427.7,73.5,814.0,,0.003,0.0969,0.233,609.9,10262.35,6.0
3600,TRE,0.0,0.0,0.0,381716.0,381716.0,40961.0,108.0,,,,,,,,,
3601,TRE,315744.0,315744.0,1.03,325216.0,325216.0,28542.0,623.0,268.12,30846.8,,0.092,0.3255,26.551,18416.816,309881.203,6.0
3602,,,,,,,,,0.0,,,,,,,,6.0
3609,TRE,30157.0,30157.0,1.032,31122.0,31122.0,2593.0,229.6,81.93,3042.25,,0.011,0.1715,0.339,2001.769,33679.315,6.0
3611,TRE,239734.0,239734.0,1.029,246686.0,246686.0,17358.0,892.0,235.74,20096.58,,0.066,0.145,11.923,12984.395,218509.829,6.0
3612,TRE,350411.0,350411.0,2.074,362713.0,362713.0,28861.0,1138.0,1890.8,314059.22,,0.719,0.566,55.526,142258.603,2393785.149,6.0
3628,TRE,174051.0,174051.0,2.074,180491.0,180491.0,14087.0,603.6,276.1,14870.02,,0.051,0.597,10.736,10442.386,175711.309,6.0
3630,TRE,129209.0,129209.0,1.071,138383.0,138383.0,14407.0,267.6,,,,,,,,,
3631,TRE,93937.0,93937.0,7.952,99359.0,99359.0,9230.0,215.2,381.79,8372.22,,0.028,0.0595,0.951,5764.268,92990.64,6.0
3644,,,,,,,,,0.0,,,,,,,,8.0
3648,WECC,57512.0,57512.0,1.05,60388.0,60388.0,4381.0,492.1,270.65,5323.25,,0.018,0.0648,0.419,3578.618,60215.588,8.0
3734,,,,,,,,,4.0,,,,,,64.2,792.6,1.0
3737,NPCC,4.0,4.0,5.8,19835.0,19835.0,2129.0,16.0,,,,,,,,,
3754,,,,,,,,,5.7,,,,,,66.2,817.3,1.0
3775,RFC,946754.0,946754.0,1.02,965689.0,965689.0,85164.0,475.0,680.35,91491.94,,23.764,0.2791,70.693,54708.137,922871.037,3.0
3780,RFC,46836.0,46836.0,0.0,285776.0,285776.0,-51.0,547.5,,,,,,,,,
3785,,,,,,,,,18.0,0.0,,0.091,1.2,5.126,,8542.8,3.0
3796,SERC,229056.0,229056.0,1.05,240509.0,240509.0,21744.0,254.2,298.09,23302.15,,0.072,0.2263,15.771,14350.322,241483.041,3.0
3797,SERC,1309907.0,1309907.0,32.043,6491597.0,6491597.0,683008.0,1799.5,2288.16,726128.07,,206.583,0.358,205.701,575672.19,6753147.158,3.0
3803,SERC,0.0,0.0,0.0,0.0,0.0,0.0,67.4,,,,,,,,,
3804,SERC,2141359.0,2141359.0,12.582,2256317.0,2256317.0,324678.997,1943.9,1384.32,334600.9,,0.745,0.0495,12.702,138741.046,2333765.77,3.0
3806,SERC,0.0,0.0,0.0,13452858.0,13452858.0,1286370.0,1695.0,,,,,,,,,
3809,SERC,1879.0,1879.0,6.75,9594.0,9594.0,0.0,1257.0,114.52,0.0,,7.916,0.0054,0.095,769.938,9589.366,3.0
3833,SERC,0.0,0.0,0.0,750142.0,750142.0,80496.0,296.8,,,,,,,,,
3845,WECC,0.0,0.0,0.0,0.0,0.0,0.0,1459.8,0.0,,,,,,,,10.0
3850,WECC,0.0,0.0,0.0,407734.0,407734.0,43753.0,240.0,,,,,,,,,
3883,WECC,0.0,0.0,0.0,5848409.0,5848409.0,627579.0,1299.6,,,,,,,,,
3886,WECC,0.0,0.0,0.0,3702606.0,3702606.0,397318.0,774.0,,,,,,,,,
3887,WECC,0.0,0.0,0.0,4129240.0,4129240.0,443099.0,955.6,,,,,,,,,
3888,WECC,0.0,0.0,0.0,4795231.0,4795231.0,514565.0,1043.4,,,,,,,,,
3895,WECC,0.0,0.0,0.0,5606897.0,5606897.0,601663.0,1819.7,,,,,,,,,
3918,WECC,0.0,0.0,0.0,893841.0,893841.0,95916.0,300.0,,,,,,,,,
3921,WECC,0.0,0.0,0.0,10309507.0,10309507.0,1106289.0,2456.2,,,,,,,,,
3925,WECC,0.0,0.0,0.0,1799042.0,1799042.0,193051.0,603.0,,,,,,,,,
3926,WECC,0.0,0.0,0.0,2955512.0,2955512.0,317149.0,810.0,,,,,,,,,
3927,WECC,0.0,0.0,0.0,2495386.0,2495386.0,267774.0,810.0,,,,,,,,,
3935,RFC,377406.0,377406.0,30.114,9080822.0,9080822.0,887850.999,2932.6,1457.04,965305.75,,242.901,0.276,384.52,937782.697,9140200.796,3.0
3936,RFC,0.0,0.0,0.0,0.0,0.0,0.0,439.2,0.0,,,,,,,,3.0
3943,RFC,137965.0,137965.0,30.283,3301702.0,3301702.0,312893.999,1152.0,719.6,343675.62,,148.009,0.4799,441.313,315177.755,3005152.456,3.0
3944,RFC,547836.0,547836.0,26.166,13669794.0,13669794.0,1343769.028,2052.0,2232.0,1450123.0,,779.648,0.4862,1085.936,1397289.3,13618796.2,3.0
3948,RFC,160133.0,160133.0,30.406,3848151.0,3848151.0,393616.999,1632.6,707.84,421230.29,,159.252,0.3229,172.457,399837.275,3924278.094,3.0
3954,RFC,180890.0,180890.0,30.401,4291182.0,4291182.0,421417.003,1680.9,1071.54,447510.36,,151.913,0.2055,158.344,454946.973,4434188.491,3.0
3982,MRO,25984.0,25984.0,44.775,281556.0,281556.0,15994.0,67.2,1397.72,16799.83,,4.105,0.4328,30.812,29655.466,284386.961,5.0
3991,,,,,,,,,9.38,120.16,,0.001,0.404,0.693,202.5,3432.2,5.0
3992,,,,,,,,,820.27,22200.95,,0.089,0.396,31.597,15572.966,262042.216,5.0
4005,MRO,10880.0,10880.0,41.278,116906.0,116906.0,5096.0,188.0,2.66,51.32,,0.0,0.537,0.281,,1048.498,5.0
4014,MRO,20688.0,20688.0,1.023,21164.0,21164.0,1343.0,300.2,40.25,1542.9,,0.006,0.8112,3.122,,21175.681,5.0
4040,RFC,2222522.0,2222522.0,2.02,2244747.0,2244747.0,330964.0,1208.8,1371.37,338764.02,,0.687,0.0708,13.362,136093.796,2290015.81,5.0
4041,RFC,158082.0,158082.0,18.6,2713199.0,2713199.0,259784.997,1240.0,1488.02,282426.0,,2.754,0.1944,104.923,314934.556,3002821.782,5.0
4042,RFC,666652.0,467966.0,6.82,673366.0,472665.0,37572.0,274.7,1704.7,,532075.45,0.201,0.2711,22.203,40341.157,680503.294,5.0
4046,RFC,197.0,197.0,5.8,9363803.0,9363803.0,895306.0,1311.0,,,,,,,,,
4050,MRO,57780.0,57780.0,23.393,999435.0,999435.0,89341.0,764.7,460.82,98480.52,,257.799,0.2243,53.722,109913.198,1047994.534,5.0
4057,MRO,11549.0,11549.0,1.065,12300.0,12300.0,758.0,168.9,46.72,834.49,,0.338,2.8009,3.946,,11276.0,5.0
4059,,,,,,,,,0.6,0.0,,0.005,1.4,0.063,,181.1,5.0
4072,MRO,165127.0,165127.0,18.935,592522.0,592522.0,53792.0,322.2,707.04,56655.81,,106.173,0.4429,53.071,54375.228,578913.978,5.0
4076,,,,,,,,,80.47,4721.74,,0.018,0.5288,3.429,3608.498,60727.579,5.0
4078,MRO,215372.0,215372.0,19.44,2970491.0,2970491.0,306403.004,1103.4,907.28,338369.78,,51.972,0.8473,76.326,301466.909,2894768.876,5.0
4125,MRO,5545.0,5267.0,75.589,101776.0,99176.0,6894.0,122.9,586.93,,80978.68,14.753,0.1418,3.42,12390.921,119435.811,5.0
4143,MRO,77130.0,77130.0,17.452,1346073.0,1346073.0,125033.0,345.6,744.0,133721.0,,31.903,0.1101,74.75,142072.4,1354624.1,5.0
4158,WECC,313199.0,313199.0,22.334,5148216.0,5148216.0,460048.005,922.2,2904.81,503401.59,,702.097,1.1196,588.66,545394.004,5200162.882,8.0
4162,WECC,153870.0,153870.0,21.346,3089404.0,3089404.0,282640.997,832.0,1512.75,306991.0,,250.176,0.4245,315.134,331558.973,3163591.023,8.0
4176,WECC,0.0,0.0,0.0,303585.0,303585.0,32577.0,66.8,,,,,,,,,
4177,WECC,0.0,0.0,0.0,164937.0,164937.0,17699.0,38.0,,,,,,,,,
4178,WECC,0.0,0.0,0.0,39541.0,39541.0,4243.0,6.4,,,,,,,,,
4180,WECC,0.0,0.0,0.0,263299.0,263299.0,28254.0,36.0,,,,,,,,,
4182,WECC,0.0,0.0,0.0,276215.0,276215.0,29640.0,51.6,,,,,,,,,
4183,WECC,0.0,0.0,0.0,16047.0,16047.0,1722.0,3.0,,,,,,,,,
4195,,,,,,,,,221.25,649.0,,0.003,0.1924,0.663,670.35,11307.475,6.0
4258,RFC,0.0,0.0,0.0,184255.0,184255.0,19772.0,70.2,,,,,,,,,
4259,,,,,,,,,615.25,23397.55,,28.945,0.2321,35.553,31106.14,303194.905,5.0
4266,TRE,2876.0,2876.0,0.99,2847.0,2847.0,0.0,126.5,65.0,0.0,,0.001,0.0275,0.035,145.375,2448.025,6.0
4270,SERC,0.0,0.0,0.0,9192185.0,9192185.0,878962.0,1199.8,,,,,,,,,
4271,MRO,116653.0,116653.0,23.265,2022099.0,2022099.0,178928.004,387.0,744.0,194851.0,,90.33,0.0772,87.438,231371.0,2206058.0,5.0
4937,TRE,2127362.0,2127362.0,1.03,2191183.0,2191183.0,331688.0,565.6,1425.4,212941.63,,0.68,0.014,6.663,134631.265,2265439.805,6.0
4939,TRE,128589.0,128589.0,1.03,132447.0,132447.0,10880.0,1082.2,126.6,10414.04,,0.04,0.1008,11.238,7928.379,133411.64,6.0
4940,SPP,9331.0,9331.0,1.02,9518.0,9518.0,680.0,1121.7,10.51,677.9,,0.003,0.6238,0.457,519.3,8805.5,6.0
4941,WECC,449026.0,449026.0,27.2,9610720.0,9610720.0,895664.002,2409.3,2185.46,1003188.15,,217.691,0.4421,831.394,1117144.422,10888348.38,9.0
5083,RFC,44360.0,44360.0,1.037,46001.0,46001.0,4000.0,231.2,49.16,4105.5,,0.012,0.0863,0.928,2443.413,41116.547,2.0
6000,RFC,0.0,0.0,0.0,16928595.0,16928595.0,1618722.0,2285.3,,,,,,,,,
6001,SERC,0.0,0.0,0.0,10708322.0,10708322.0,1023936.0,1776.4,,,,,,,,,
6002,SERC,874233.0,874233.0,18.708,10987279.0,10987279.0,1070611.01,2822.0,2139.0,1149040.25,,49.35,0.2974,420.522,1271179.775,12120351.125,4.0
6004,RFC,193652.0,193652.0,26.091,4099412.0,4099412.0,368734.005,1368.0,869.61,417115.38,,535.352,0.4033,370.699,397715.938,3792112.746,3.0
6008,WECC,0.0,0.0,0.0,25031296.0,25031296.0,2393507.0,4209.6,,,,,,,,,
6009,SERC,19035.0,19035.0,22.62,281002.0,281002.0,15757.0,1800.0,83.19,21710.68,,62.234,0.4418,50.493,25747.311,246450.33,6.0
6011,RFC,0.0,0.0,0.0,13720530.0,13720530.0,1311965.0,1828.7,,,,,,,,,
6013,WECC,0.0,0.0,0.0,0.0,0.0,0.0,109.7,0.0,,,,,,,,9.0
6014,SERC,0.0,0.0,0.0,14565965.0,14565965.0,1392806.0,2003.2,,,,,,,,,
6015,SERC,0.0,0.0,0.0,7387134.0,7387134.0,706362.0,950.9,,,,,,,,,
6016,SERC,100456.0,100456.0,23.704,1784854.0,1784854.0,162187.004,441.0,637.45,179703.0,,1.503,0.0957,81.571,192330.7,1833813.15,5.0
6017,SERC,54069.0,54069.0,23.478,917514.0,917514.0,58089.0,1234.8,295.17,69827.94,,158.27,0.1878,29.637,71555.445,682265.351,5.0
6018,RFC,101405.0,101405.0,31.408,2468357.0,2468357.0,212106.004,772.0,549.43,235198.5,,147.483,0.1173,158.605,255052.126,2485885.413,4.0
6019,RFC,248613.0,248613.0,25.6,4328841.0,4328841.0,431112.002,1425.6,609.8,476556.0,21308.32,727.409,0.3742,529.797,429964.516,4225451.621,5.0
6020,RFC,0.0,0.0,0.0,9868221.0,9868221.0,943605.0,1311.6,,,,,,,,,
6021,WECC,370767.0,370767.0,26.83,7090148.0,7090148.0,698681.999,1427.6,2199.72,756975.88,,268.234,0.7624,956.037,767165.201,7314685.073,8.0
6022,RFC,0.0,0.0,0.0,18568722.0,18568722.0,1775552.0,2449.8,,,,,,,,,
6023,RFC,0.0,0.0,0.0,13178942.0,13178942.0,1260178.0,2449.8,,,,,,,,,
6026,RFC,0.0,0.0,0.0,18002976.0,18002976.0,1721455.0,2340.0,,,,,,,,,
6030,MRO,329214.0,329214.0,19.7,4588371.0,4588371.0,443014.004,1211.6,917.87,487475.91,,684.906,0.2978,346.092,511807.496,4701089.155,8.0
6031,RFC,119837.0,119837.0,34.74,2739781.0,2739781.0,249787.999,689.3,546.02,286696.5,,785.284,0.2606,324.809,254542.474,2482400.087,5.0
6034,RFC,305800.0,305800.0,30.75,2914320.0,2914320.0,267797.005,1664.4,851.99,292744.77,,853.479,0.387,264.001,303599.282,2953191.13,5.0
6035,RFC,528912.0,528912.0,7.942,554592.0,554592.0,52805.0,1071.3,233.02,56892.15,,0.178,0.2124,42.331,34944.829,589345.935,5.0
6036,SERC,0.0,0.0,0.0,18055820.0,18055820.0,1726508.0,2410.2,,,,,,,,,
6038,SERC,0.0,0.0,0.0,18500663.0,18500663.0,1769044.0,2440.6,,,,,,,,,
6040,RFC,0.0,0.0,0.0,14400928.0,14400928.0,1377025.0,1846.8,,,,,,,,,
6041,SERC,307628.0,307628.0,57.8,7032230.0,7032230.0,665640.999,1608.5,2260.6,739077.49,,327.566,0.3213,268.81,688393.924,6709486.255,4.0
6042,FRCC,5800841.0,5800841.0,8.343,5916879.0,5916879.0,747269.997,2951.2,3279.99,768779.36,,1.726,0.1533,61.953,352824.527,5750993.977,4.0
6043,FRCC,7650966.0,7650966.0,14.254,7931561.0,7931561.0,1005414.004,4317.5,4989.41,1046198.72,,6.833,0.4292,142.583,472844.016,7782215.382,4.0
6045,FRCC,0.0,0.0,0.0,15592125.0,15592125.0,1490928.0,2160.0,,,,,,,,,
6046,FRCC,246100.0,246100.0,6.8,260147.0,260147.0,18467.0,822.0,332.44,19235.53,,0.152,2.7577,11.291,15196.675,261764.398,4.0
6051,SERC,0.0,0.0,0.0,12410603.0,12410603.0,1186709.0,1721.8,,,,,,,,,
6052,SERC,146417.0,146417.0,30.114,3544835.0,3544835.0,351233.003,1956.8,790.0,385824.0,,258.47,0.2228,116.966,419036.5,4084170.2,4.0
6055,SERC,2793206.0,2793206.0,17.365,5629661.0,5629661.0,501766.0,1902.9,1392.99,528099.47,,941.739,0.3155,284.342,459519.819,5452791.968,6.0
6058,,,,,,,,,49.0,646.55,,0.004,0.9549,2.418,431.307,12978.826,5.0
6061,SERC,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,,,,,,,,4.0
6063,MRO,712.0,712.0,1.049,747.0,747.0,-55.0,264.1,4.0,27.0,,0.0,0.459,0.058,,510.0,7.0
6064,SPP,20259.0,20259.0,23.735,237858.0,237858.0,16166.0,355.0,160.0,20549.12,,77.183,0.2551,25.852,25176.218,243374.534,7.0
6065,SPP,525186.0,525186.0,22.755,8866083.0,8866083.0,906131.999,1640.0,1380.61,967504.48,,26.165,0.1152,261.178,962269.41,9174956.063,7.0
6068,SPP,357881.0,357881.0,22.49,5917217.0,5917217.0,527337.003,2160.0,1433.68,601919.72,,52.215,0.2598,274.178,678939.46,6475779.29,7.0
6071,SERC,511042.0,511042.0,47.76,4213366.0,4213366.0,398348.998,2594.1,1132.33,441525.86,,217.254,0.4644,233.459,398941.408,4023434.381,4.0
6072,SERC,0.0,0.0,0.0,11127375.0,11127375.0,1064006.0,1440.0,,,,,,,,,
6073,SERC,4820059.0,4820059.0,46.486,5699813.0,5699813.0,737165.0,2229.0,3210.25,524382.75,,4.915,0.7503,156.643,369479.8,5548288.975,4.0
6074,SPP,19233.0,19233.0,1.0,19233.0,19233.0,559.0,244.0,90.16,582.11,,0.007,0.3868,1.331,,23654.53,7.0
6076,WECC,285611.0,285611.0,26.56,4719384.0,4719384.0,458304.0,2272.0,1404.06,509206.54,,273.593,0.7207,483.712,556739.809,5312860.052,8.0
6077,MRO,239724.0,239724.0,18.075,3865939.0,3865939.0,386781.001,1362.6,744.0,411569.0,,1096.282,0.1964,396.082,408590.0,3895788.2,7.0
6081,NPCC,14171.0,14171.0,12.62,23398.0,23398.0,2491.0,534.6,34.0,1877.5,,,2.9599,5.806,1901.9,26874.8,1.0
6082,NPCC,0.0,0.0,0.0,0.0,0.0,0.0,655.1,0.0,,,,,,,,2.0
6085,RFC,278366.0,278366.0,42.328,4989784.0,4989784.0,431743.996,2201.4,1559.17,489888.92,,97.408,0.651,339.033,557042.403,5356908.833,5.0
6087,SERC,27405.0,27405.0,0.0,25404.0,25404.0,-4606.0,321.2,,,,,,,,,
6089,,,,,,,,,364.02,13567.0,,0.893,0.3507,30.014,18298.708,170985.244,8.0
6090,MRO,444634.0,444634.0,23.064,7651769.0,7651769.0,717114.004,2469.3,1502.68,781855.19,,713.677,0.3869,511.962,816910.742,7788997.339,5.0
6092,MRO,0.0,0.0,0.0,0.0,0.0,0.0,135.0,,,,,,,,,
6094,RFC,464136.0,464136.0,30.713,11271133.0,11271133.0,1098390.011,2741.1,1713.35,1204921.62,,1497.507,0.4557,857.424,1123489.301,10712133.16,3.0
6095,SPP,94800.0,94800.0,23.362,1628591.0,1628591.0,148076.999,1138.0,455.15,157617.92,,394.054,0.1776,104.111,162933.388,1556044.794,6.0
6096,MRO,495325.0,495325.0,23.547,8243640.0,8243640.0,832162.003,1389.6,1488.0,891501.0,,1354.617,0.2559,509.125,837521.8,7986028.6,7.0
6098,MRO,108185.0,108185.0,22.448,1778288.0,1778288.0,155599.005,457.0,743.78,164229.16,,55.483,0.0821,73.659,188368.508,1796040.056,8.0
6099,WECC,0.0,0.0,0.0,8883057.0,8883057.0,846524.0,2323.0,,,,,,,,,
6100,WECC,114072.0,114072.0,0.0,0.0,0.0,-40162.0,1053.0,,,,,,,,,
6101,WECC,0.0,0.0,0.0,0.0,0.0,0.0,402.3,0.0,,,,,,,,8.0
6103,RFC,0.0,0.0,0.0,16752262.0,16752262.0,1601861.0,2596.0,,,,,,,,,
6105,RFC,0.0,0.0,0.0,17879289.0,17879289.0,1709628.0,2277.0,,,,,,,,,
6106,WECC,1.0,1.0,5.83,6.0,6.0,0.0,642.2,0.0,,,,,,,,10.0
6110,NPCC,0.0,0.0,0.0,6579253.0,6579253.0,629112.0,882.0,,,,,,,,,
6112,WECC,1847985.0,1847985.0,3.283,2023404.0,2023404.0,256961.0,1148.5,1622.29,262153.9,,0.604,0.1526,26.413,119485.953,2010611.296,8.0
6113,RFC,547761.0,547761.0,28.601,12390442.0,12390442.0,1177948.01,3339.5,2729.36,1280372.66,,1065.541,0.7715,768.25,1218857.168,11879720.3,5.0
6115,NPCC,0.0,0.0,0.0,9736607.0,9736607.0,931020.0,1242.0,,,,,,,,,
6118,RFC,0.0,0.0,0.0,9414961.0,9414961.0,900264.0,1290.7,,,,,,,,,
6122,NPCC,0.0,0.0,0.0,4502943.0,4502943.0,430574.0,614.0,,,,,,,,,
6124,SERC,69132.0,69132.0,6.847,75548.0,75548.0,3919.0,988.0,149.0,5931.0,,2.821,6.3327,30.89,4981.0,80256.7,4.0
6126,SERC,76676.0,76676.0,0.0,0.0,0.0,-19930.0,511.2,,,,,,,,,
6127,SERC,0.0,0.0,0.0,7700706.0,7700706.0,736346.0,1029.6,,,,,,,,,
6130,SERC,32504.0,32504.0,0.0,239098.0,239098.0,5284.0,500.0,,,,,,,,,
6132,SERC,1924.0,1924.0,0.0,110449.0,110449.0,29448.0,628.0,,,,,,,,,
6136,TRE,91360.0,91360.0,17.239,1238215.0,1238215.0,104938.999,453.5,610.05,114720.8,,10.861,0.1107,75.513,136630.862,1348609.853,6.0
6137,RFC,122711.0,122711.0,25.25,2178142.0,2178142.0,188772.999,706.8,1284.58,213401.19,,287.803,0.5231,152.827,231617.924,2262543.801,5.0
6138,SPP,1797.0,1797.0,5.88,10566.0,10566.0,0.0,558.0,58.6,58.6,,6.445,0.0456,1.624,2504.97,23879.92,6.0
6139,SPP,192657.0,192657.0,23.161,3311908.0,3311908.0,301811.0,1116.0,1370.48,328303.73,,744.836,0.43,366.59,371846.401,3545442.046,6.0
6140,SERC,0.0,0.0,0.0,20558.0,20558.0,4829.0,58.0,,,,,,,,,
6141,SPP,0.0,0.0,0.0,0.0,0.0,36016.0,161.4,,,,,,,,,
6142,SPP,0.0,0.0,0.0,1677.0,1677.0,180.0,100.0,,,,,,,,,
6145,TRE,0.0,0.0,0.0,9466916.0,9466916.0,905232.0,2430.0,,,,,,,,,
6146,TRE,,,,,,,2379.6,1238.09,712766.16,,1298.939,0.4672,564.991,766353.918,7039165.924,6.0
6147,TRE,147188.0,147188.0,21.03,2181586.0,2181586.0,191394.997,1980.0,547.1,210428.44,,549.212,0.4287,170.349,248822.214,2372437.7,6.0
6149,RFC,0.0,0.0,0.0,4783395.0,4783395.0,457391.0,925.2,,,,,,,,,
6151,SERC,331056.0,331056.0,0.0,0.0,0.0,-63723.0,1713.6,,,,,,,,,
6152,SERC,0.0,0.0,0.0,16062087.0,16062087.0,1535866.0,2441.0,,,,,,,,,
6153,SERC,0.0,0.0,0.0,5628726.0,5628726.0,538222.0,1235.8,,,,,,,,,
6155,SERC,345102.0,345102.0,22.814,5869498.0,5869498.0,582483.001,1242.0,1403.83,620520.26,,1588.059,0.1613,235.296,611341.36,5828966.992,7.0
6156,NPCC,271.0,271.0,5.673,1537.0,1537.0,-1133.0,641.5,3.91,158.14,,0.004,0.089,0.023,118.286,1458.806,1.0
6158,WECC,0.0,0.0,0.0,418749.0,418749.0,44935.0,300.0,,,,,,,,,
6163,WECC,404.0,404.0,0.0,15618560.0,15618560.0,1675587.0,6809.0,,,,,,,,,
6165,WECC,230710.0,230710.0,28.451,5160520.0,5160520.0,486171.002,1577.2,1770.99,535255.68,,199.731,0.6086,512.893,521403.232,5081897.021,8.0
6166,RFC,537905.0,537905.0,41.418,9554684.0,9554684.0,927519.006,2600.0,1242.3,993869.35,,1881.213,0.3588,916.598,1001964.7,9553446.03,5.0
6167,SERC,200110.0,200110.0,0.0,0.0,0.0,-30895.0,2862.0,,,,,,,,,
6168,SERC,0.0,0.0,0.0,15156362.0,15156362.0,1449325.0,1960.4,,,,,,,,,
6170,RFC,281122.0,281122.0,17.851,3838024.0,3838024.0,341852.997,1235.2,800.27,383521.28,,47.529,0.1324,137.079,432106.599,4128333.882,5.0
6172,WECC,0.0,0.0,0.0,3010559.0,3010559.0,323056.0,525.0,,,,,,,,,
6175,WECC,0.0,0.0,0.0,3341244.0,3341244.0,358541.0,810.0,,,,,,,,,
6177,WECC,211323.0,211323.0,23.201,3636686.0,3636686.0,343212.004,821.8,1370.75,393808.04,,44.463,0.3231,333.35,426994.004,4071257.432,9.0
